language,created_at,watchers_sum,forks_sum,count
PHP,2009-11-16,3594,2256,69
PHP,2010-07-02,59,25,6
PHP,2009-07-26,16,1,1
PHP,2011-08-17,534,125,117
PHP,2011-01-27,102,31,16
PHP,2012-01-15,5581,927,293
PHP,2011-09-08,2301,696,139
PHP,2011-10-20,811,359,98
PHP,2010-04-05,317,50,26
PHP,2008-09-15,12,1,2
PHP,2010-06-17,1392,218,38
PHP,2009-08-31,11,10,10
PHP,2009-04-30,323,40,3
PHP,2009-06-09,17,3,1
PHP,2010-08-23,4606,1109,44
PHP,2012-01-25,1190,667,548
PHP,2011-06-30,3557,854,266
PHP,2010-12-26,2587,752,46
PHP,2009-04-03,230,31,4
PHP,2010-06-18,102,30,5
PHP,2010-12-08,14484,4954,117
PHP,2011-01-11,454,139,60
PHP,2009-10-28,67,13,3
PHP,2010-12-17,281,51,17
PHP,2009-03-12,81,12,3
PHP,2011-04-21,2667,1154,77
PHP,2009-09-17,274,65,17
PHP,2009-02-06,97,12,1
PHP,2011-02-09,734,125,43
PHP,2011-11-20,1886,415,125
PHP,2010-01-19,1231,315,18
PHP,2011-03-04,4458,1219,190
PHP,2011-05-10,600,156,65
PHP,2009-12-02,7996,2553,65
PHP,2009-08-06,5,2,1
PHP,2011-02-16,49211,7794,190
PHP,2008-08-27,226,44,3
PHP,2010-09-29,3782,252,27
PHP,2011-06-01,317,84,39
PHP,2009-09-04,2,1,1
PHP,2009-06-29,945,149,7
PHP,2011-05-21,53,26,26
PHP,2009-11-29,219,18,3
PHP,2011-12-05,2390,798,304
PHP,2012-03-10,1512,914,1213
PHP,2010-04-16,436,152,13
PHP,2011-12-24,516,286,107
PHP,2009-08-16,58,16,1
PHP,2011-05-18,1028,290,166
PHP,2012-01-03,9684,2997,282
PHP,2009-05-22,72,14,1
PHP,2010-10-22,176,106,28
PHP,2011-11-17,4190,1600,301
PHP,2009-11-25,12,4,2
PHP,2010-09-16,192430,30305,231
PHP,2011-08-12,22788,3901,173
PHP,2008-04-15,18,1,1
PHP,2012-01-29,1033,699,519
PHP,2012-02-13,40984,5746,469
PHP,2011-10-16,3153,1862,55
PHP,2010-06-19,106,18,5
PHP,2012-02-21,4089,1221,789
PHP,2011-12-21,891,617,259
PHP,2010-02-08,1206,550,42
PHP,2010-09-22,24096,4013,111
PHP,2011-10-06,9630,3064,184
PHP,2010-09-02,1181,177,15
PHP,2011-10-26,1717,492,267
PHP,2009-08-29,116,1,1
PHP,2010-06-23,76,48,43
PHP,2012-03-22,2552,1519,1835
PHP,2012-01-18,1731,789,438
PHP,2011-04-22,2561,903,72
PHP,2009-05-08,8215,1096,20
PHP,2010-09-09,167,45,34
PHP,2008-12-20,1697,172,10
PHP,2011-12-17,244,85,66
PHP,2010-03-02,1238,409,99
PHP,2010-08-02,5324,1125,168
PHP,2011-10-07,7856,1343,145
PHP,2011-12-22,469,218,104
PHP,2010-10-20,1117,439,73
PHP,2010-06-28,421,125,24
PHP,2009-04-25,398,254,56
PHP,2009-07-29,13,9,2
PHP,2011-07-27,321,85,39
PHP,2011-03-11,2990,1301,209
PHP,2010-11-03,142,39,21
PHP,2010-06-11,44835,27257,220
PHP,2009-09-20,4189,2515,49
PHP,2011-04-20,709,173,41
PHP,2009-04-13,6,2,1
PHP,2011-03-15,3717,1381,390
PHP,2009-12-17,66,16,6
PHP,2009-03-02,780,290,38
PHP,2009-04-28,24,0,12
PHP,2010-05-28,360,179,15
PHP,2011-04-11,22704,6334,584
PHP,2010-07-21,2006,404,38
PHP,2011-02-15,767,178,21
PHP,2011-03-12,8875,1986,78
PHP,2011-10-18,6021,1165,224
PHP,2010-05-13,9373,2798,443
PHP,2010-10-10,55,31,24
PHP,2011-03-07,2458,709,224
PHP,2011-01-01,22,14,14
PHP,2008-10-09,109,24,2
PHP,2009-04-23,54,15,2
PHP,2010-03-09,995,121,12
PHP,2010-01-06,77,24,6
PHP,2010-10-30,2444,1666,81
PHP,2010-08-11,4,4,4
PHP,2010-01-11,226,115,12
PHP,2009-12-14,14,4,1
PHP,2009-05-01,2,2,1
PHP,2009-12-03,65,22,14
PHP,2011-09-28,2532,851,262
PHP,2010-03-26,242,43,7
PHP,2010-01-09,96,24,4
PHP,2012-01-02,2454,1283,266
PHP,2011-11-07,16896,2021,189
PHP,2011-04-01,1016,191,124
PHP,2011-06-03,87,44,42
PHP,2010-11-19,115514,35248,215
PHP,2008-07-14,14,5,1
PHP,2010-01-03,26367,6162,82
PHP,2009-12-07,70,40,10
PHP,2010-12-10,768,404,61
PHP,2009-03-31,8,1,1
PHP,2010-05-16,1967,432,18
PHP,2012-02-12,1704,1155,636
PHP,2011-08-05,1169,848,242
PHP,2010-04-20,684,118,8
PHP,2012-03-27,2275,1415,1753
PHP,2010-08-28,14095,3887,258
PHP,2012-02-02,1775,586,433
PHP,2011-07-23,183,135,33
PHP,2012-02-04,2234,1854,832
PHP,2011-12-26,439,185,100
PHP,2008-11-17,546,66,3
PHP,2009-04-10,38,12,4
PHP,2012-03-29,1547,924,1155
PHP,2011-06-27,564,194,82
PHP,2009-11-05,16,14,2
PHP,2010-02-20,920,159,23
PHP,2011-04-05,93,18,33
PHP,2011-04-10,160,44,26
PHP,2012-02-09,2819,1053,519
PHP,2012-01-30,7573,3438,774
PHP,2010-06-10,817,257,60
PHP,2009-04-21,11037,1352,26
PHP,2010-12-07,1071,173,68
PHP,2010-02-18,1324,729,30
PHP,2010-11-06,36,25,11
PHP,2009-01-28,122,33,2
PHP,2010-08-16,744,404,22
PHP,2010-04-24,125,23,7
PHP,2011-09-17,3111,371,93
PHP,2010-08-24,8476,2072,71
PHP,2009-09-25,361,53,5
PHP,2009-03-23,117,24,4
PHP,2011-10-14,10562,2000,180
PHP,2010-09-20,169988,20916,245
PHP,2011-05-31,4821,1826,63
PHP,2010-01-22,807,110,23
PHP,2012-02-25,896,478,514
PHP,2011-03-16,90,24,20
PHP,2010-06-29,7463,2340,48
PHP,2012-01-19,42711,10283,691
PHP,2009-10-21,3119,1493,20
PHP,2008-10-27,111,119,2
PHP,2011-03-01,395,134,54
PHP,2011-10-09,4770,1414,312
PHP,2010-12-19,245,46,11
PHP,2009-10-27,808,128,9
PHP,2011-02-10,5468,1907,170
PHP,2011-06-11,438,171,50
PHP,2009-06-06,436871,80474,240
PHP,2009-04-17,84,11,1
PHP,2010-07-23,23977,1706,71
PHP,2009-05-28,1512,303,10
PHP,2009-11-04,319,70,7
PHP,2008-11-06,1208,168,5
PHP,2010-07-24,97,39,9
PHP,2011-01-10,130232,16542,449
PHP,2012-02-18,5487,1010,621
PHP,2011-01-04,4237,1016,137
PHP,2011-03-26,1189,167,39
PHP,2009-06-26,4527,961,17
PHP,2011-04-12,26093,5779,188
PHP,2010-03-12,111,22,10
PHP,2011-05-03,22694,4015,111
PHP,2009-07-10,654,426,38
PHP,2010-03-27,295,58,8
PHP,2010-06-20,8,3,3
PHP,2009-12-10,9521,1716,52
PHP,2010-07-19,2235,558,117
PHP,2010-06-01,21114,7830,184
PHP,2009-06-22,657,65,5
PHP,2011-05-01,352,99,39
PHP,2010-11-22,1740,714,71
PHP,2011-06-21,1363,387,73
PHP,2010-03-19,86782,12140,167
PHP,2010-04-01,7267,1370,94
PHP,2009-02-22,19,2,1
PHP,2011-01-17,1148,232,54
PHP,2012-01-05,977,260,367
PHP,2010-05-22,4476,877,41
PHP,2012-03-07,2665,1618,1126
PHP,2011-05-23,5922,595,87
PHP,2010-07-17,192818,62819,743
PHP,2010-10-31,447,127,25
PHP,2009-08-18,104,76,22
PHP,2010-09-18,1344,212,17
PHP,2010-11-01,32,4,4
PHP,2011-12-10,130,54,42
PHP,2010-04-08,707,229,57
PHP,2009-11-15,200,96,8
PHP,2011-06-26,25898,12833,305
PHP,2010-07-18,10117,3726,138
PHP,2012-01-17,1134,478,401
PHP,2011-02-04,473,84,13
PHP,2011-06-25,3846,1029,230
PHP,2010-06-15,708,271,32
PHP,2011-10-17,2294,412,146
PHP,2010-03-14,11,4,4
PHP,2011-09-06,684,330,151
PHP,2011-03-24,1053,234,100
PHP,2010-10-03,81,40,12
PHP,2009-08-03,2474,231,34
PHP,2010-05-17,149,60,8
PHP,2009-07-31,40,15,5
PHP,2011-07-07,131,65,27
PHP,2008-11-05,43,5,2
PHP,2009-09-03,899,222,16
PHP,2011-03-10,65192,33073,328
PHP,2011-02-17,1303,683,212
PHP,2009-09-12,12,6,6
PHP,2010-11-28,209,34,70
PHP,2011-07-14,19713,8494,314
PHP,2011-09-11,2576,534,76
PHP,2010-06-09,80,29,7
PHP,2011-04-24,148,30,14
PHP,2009-09-19,27,11,1
PHP,2009-12-11,5724,1240,27
PHP,2011-12-15,1695,821,379
PHP,2011-08-25,6576,1005,125
PHP,2009-07-06,347,135,10
PHP,2011-03-03,505,162,62
PHP,2010-11-26,14428,1410,114
PHP,2010-04-02,297,150,5
PHP,2009-05-17,116,58,29
PHP,2008-10-20,2,0,1
PHP,2008-11-12,10,2,2
PHP,2010-08-13,43,17,3
PHP,2011-02-19,1493,336,32
PHP,2011-01-24,143,52,12
PHP,2009-04-04,27,0,9
PHP,2010-07-08,1782,360,34
PHP,2010-10-16,3070,1929,91
PHP,2011-12-20,508,205,172
PHP,2011-09-09,1519,354,79
PHP,2009-05-12,128452,85772,433
PHP,2012-01-06,1702,362,183
PHP,2012-01-24,2095,986,550
PHP,2010-05-01,55,15,8
PHP,2010-01-04,7141572,1867425,1764
PHP,2011-04-08,31672,5541,213
PHP,2008-12-25,2596,370,8
PHP,2012-01-13,868,355,304
PHP,2012-03-06,2391,1581,1392
PHP,2011-12-04,3224,740,299
PHP,2008-02-28,2,0,1
PHP,2009-05-03,33,11,3
PHP,2010-03-21,3,2,1
PHP,2011-05-02,470,148,55
PHP,2010-08-21,1421,190,44
PHP,2009-10-08,41,17,4
PHP,2011-12-19,714,424,235
PHP,2010-07-13,1078,291,141
PHP,2009-11-17,16,7,2
PHP,2011-01-29,1027,208,33
PHP,2009-01-20,723,180,8
PHP,2010-12-04,28696,5795,130
PHP,2010-05-15,386,112,79
PHP,2011-10-02,481,156,169
PHP,2009-02-17,1277,392,21
PHP,2009-08-10,30,9,2
PHP,2011-06-15,1800,794,91
PHP,2011-05-28,335,53,35
PHP,2008-11-20,768,184,22
PHP,2010-02-05,166,32,16
PHP,2011-12-01,3258,774,215
PHP,2011-01-09,5010,1773,211
PHP,2009-12-27,768,145,24
PHP,2010-12-15,28465,5409,74
PHP,2011-04-03,2451,932,127
PHP,2010-04-11,9,4,1
PHP,2010-11-04,533,157,76
PHP,2008-09-21,12,2,1
PHP,2010-10-08,6995,3513,134
PHP,2011-05-04,3914,1185,276
PHP,2008-10-03,10,1,1
PHP,2010-01-31,27417,8551,76
PHP,2010-12-01,819,451,80
PHP,2010-08-15,2,1,1
PHP,2011-04-27,441,124,53
PHP,2011-08-09,198336,62455,795
PHP,2011-03-06,80931,27097,311
PHP,2010-01-29,101,29,6
PHP,2010-05-09,317,229,223
PHP,2010-07-16,472,136,19
PHP,2009-02-03,85026,11542,140
PHP,2008-07-20,59,17,1
PHP,2009-05-24,54,24,4
PHP,2010-09-26,2415,516,43
PHP,2011-05-05,8910,2174,91
PHP,2011-03-13,1631,288,59
PHP,2010-04-21,14327,1881,59
PHP,2009-07-22,69,30,5
PHP,2011-02-18,4601,1116,69
PHP,2010-03-10,537,215,32
PHP,2011-06-16,1752,921,140
PHP,2009-05-21,27517,5425,66
PHP,2010-05-25,5158,402,48
PHP,2009-03-15,120,60,2
PHP,2009-03-29,45,10,1
PHP,2009-01-29,737,552,69
PHP,2010-11-21,93,37,12
PHP,2009-09-29,21,4,1
PHP,2011-11-05,335,84,48
PHP,2009-02-14,75805,12002,64
PHP,2008-05-25,48,8,1
PHP,2009-10-05,729,45,3
PHP,2009-11-26,345,69,4
PHP,2011-02-21,9638,1125,75
PHP,2011-05-07,608,99,26
PHP,2010-06-24,172,48,11
PHP,2010-11-24,1074,209,79
PHP,2009-08-25,72,21,14
PHP,2011-11-04,743,176,78
PHP,2011-06-29,5877,2527,174
PHP,2010-10-21,133,27,8
PHP,2009-04-15,147,21,1
PHP,2009-01-19,10,4,1
PHP,2008-12-29,63,27,1
PHP,2008-12-03,36,1,2
PHP,2011-01-12,1606,622,65
PHP,2009-10-17,750,227,10
PHP,2012-03-13,3729,2503,2494
PHP,2010-03-07,1053,413,28
PHP,2010-05-07,10927,2336,54
PHP,2011-08-15,555,254,119
PHP,2012-03-16,2899,2073,2207
PHP,2011-02-08,1072,222,33
PHP,2011-05-25,3546,845,85
PHP,2010-02-22,3987,847,30
PHP,2009-10-14,64,8,2
PHP,2011-12-07,4728,1106,335
PHP,2011-07-25,362,136,42
PHP,2012-03-02,23498,3338,1328
PHP,2009-11-21,1099,261,15
PHP,2011-09-27,3153,620,277
PHP,2010-10-14,1048,288,43
PHP,2008-04-04,173,32,13
PHP,2011-05-09,9240,3536,301
PHP,2011-01-30,3629,1340,109
PHP,2008-11-21,1424,284,8
PHP,2012-02-05,6002,1469,270
PHP,2011-08-27,191,86,61
PHP,2011-07-02,4822,933,159
PHP,2009-11-10,343,75,5
PHP,2010-05-04,56,7,4
PHP,2009-10-23,30,6,3
PHP,2010-03-05,2164,272,46
PHP,2010-05-21,2699,2222,55
PHP,2010-02-02,1147,295,47
PHP,2011-06-22,1185,306,65
PHP,2010-01-24,16,8,8
PHP,2009-09-27,12421,2843,30
PHP,2009-11-06,30,5,1
PHP,2009-09-13,16,5,1
PHP,2009-02-23,11,3,1
PHP,2011-09-14,7850,2582,294
PHP,2010-09-07,56,21,10
PHP,2009-10-10,144,43,4
PHP,2009-05-11,40,9,2
PHP,2011-05-13,253,128,64
PHP,2010-08-30,7,6,3
PHP,2012-03-28,1866,1191,1571
PHP,2010-11-02,6162,1595,136
PHP,2011-02-12,3149,759,59
PHP,2011-07-31,343,121,82
PHP,2011-01-28,469878,83133,328
PHP,2012-03-25,2346,1339,1301
PHP,2010-05-03,34,7,2
PHP,2011-09-30,327,162,162
PHP,2009-07-20,94896,11575,126
PHP,2010-01-23,225,33,8
PHP,2009-11-30,111,48,5
PHP,2012-01-07,409,165,112
PHP,2010-08-10,4775,1261,61
PHP,2010-01-26,32,22,12
PHP,2011-08-02,46383,13174,329
PHP,2012-03-17,3169,1757,1746
PHP,2009-07-14,26,4,1
PHP,2011-07-29,1531,334,153
PHP,2010-10-12,4525,922,45
PHP,2011-01-13,323,94,14
PHP,2009-12-05,354,56,6
PHP,2009-08-24,1336,432,12
PHP,2010-05-08,1307449,325560,557
PHP,2010-09-11,361,77,22
PHP,2011-09-21,281,175,114
PHP,2009-12-20,1,1,1
PHP,2011-10-03,3802,821,255
PHP,2009-02-21,13,4,1
PHP,2011-04-06,184,31,13
PHP,2010-04-22,35,6,1
PHP,2010-10-05,251,76,26
PHP,2011-08-23,508,286,432
PHP,2009-06-20,96914,28260,185
PHP,2012-03-04,1220,741,775
PHP,2011-05-19,2888,522,111
PHP,2009-10-20,4,1,1
PHP,2008-04-23,27,10,2
PHP,2010-11-07,13256,3177,205
PHP,2009-06-18,36904,6985,67
PHP,2009-11-18,56,10,1
PHP,2008-03-26,10,7,1
PHP,2010-01-13,273,47,10
PHP,2010-02-19,15756,4085,72
PHP,2009-01-24,1623,179,9
PHP,2010-01-05,14575,1403,40
PHP,2009-11-27,26,6,2
PHP,2010-01-15,2544,603,18
PHP,2011-07-16,266,82,87
PHP,2010-04-27,8,1,1
PHP,2011-05-08,181,43,32
PHP,2010-01-28,14,6,2
PHP,2011-05-11,1205,316,58
PHP,2008-09-30,94,53,5
PHP,2010-12-06,100,30,16
PHP,2010-08-17,699,290,47
PHP,2009-08-04,10914,3934,131
PHP,2011-02-03,978,142,33
PHP,2010-03-28,90,32,4
PHP,2011-09-24,6454,1474,245
PHP,2009-11-20,729,465,35
PHP,2010-07-20,2798,815,63
PHP,2009-12-31,3797,769,19
PHP,2010-08-09,152,39,9
PHP,2009-12-09,171,66,3
PHP,2011-06-08,435717,83669,993
PHP,2010-11-27,97,22,10
PHP,2012-01-23,3107,1271,927
PHP,2010-01-30,19,7,3
PHP,2010-08-31,388,73,9
PHP,2011-11-26,608,338,185
PHP,2010-07-30,2759,481,67
PHP,2010-03-15,9611,3465,105
PHP,2009-11-03,27,9,3
PHP,2011-12-27,437,279,172
PHP,2011-01-18,17726,3648,104
PHP,2010-07-12,555,91,9
PHP,2010-04-07,105,30,13
PHP,2012-02-24,2619,779,794
PHP,2012-03-15,3023,1807,2087
PHP,2008-04-22,2689,544,14
PHP,2010-02-25,555,108,27
PHP,2009-06-17,77,17,3
PHP,2009-07-25,438,60,8
PHP,2011-10-22,13957,3060,355
PHP,2012-02-07,10457,1821,942
PHP,2012-03-03,2867,2099,1155
PHP,2010-10-04,4833,1122,93
PHP,2011-07-09,203,102,54
PHP,2012-02-17,2369,1062,777
PHP,2010-05-19,370,171,13
PHP,2011-10-21,1901,810,149
PHP,2010-02-26,79,54,4
PHP,2011-12-03,1168,263,103
PHP,2010-02-11,1479,378,56
PHP,2009-12-08,2855,301,11
PHP,2010-06-25,465,73,11
PHP,2011-02-25,234,67,37
PHP,2011-12-28,624,215,161
PHP,2009-12-28,60,32,4
PHP,2011-03-20,1519,231,65
PHP,2009-01-03,70,4,2
PHP,2009-04-26,25,0,25
PHP,2010-09-23,1179,738,50
PHP,2010-02-28,5174,1260,23
PHP,2012-03-26,2274,1506,1716
PHP,2010-12-14,2239,361,136
PHP,2010-12-31,167,71,27
PHP,2010-04-17,58,17,5
PHP,2010-12-30,1078,194,14
PHP,2009-05-09,12,4,4
PHP,2009-02-24,819,131,3
PHP,2011-12-23,2859,837,257
PHP,2011-11-27,18751,17900,4549
PHP,2009-04-18,31,12,2
PHP,2010-12-23,117488,33308,195
PHP,2011-03-02,16191,4263,281
Java,2012-01-28,2434,1087,821
Java,2012-02-29,2816,1485,1237
Java,2011-09-25,2680,874,205
Java,2011-02-22,5998,1780,77
Java,2010-04-04,14,2,1
Java,2011-12-26,1076,584,157
Java,2011-11-30,1451,715,374
Java,2009-06-19,18,11,3
Java,2009-05-28,448,180,5
Java,2010-12-06,609,185,46
Java,2010-02-14,52,13,3
Java,2011-01-15,9385,6002,145
Java,2010-11-13,56,9,17
Java,2011-08-22,391,193,164
Java,2010-04-09,814,128,13
Java,2010-01-14,293,65,9
Java,2011-08-27,591,189,44
Java,2011-05-14,376,173,54
Java,2012-01-08,8806,2560,632
Java,2011-07-30,411,161,151
Java,2011-09-27,8131,1460,257
Java,2009-11-26,266,34,3
Java,2010-07-04,24941,14287,151
Java,2011-08-30,1097,516,173
Java,2009-02-10,3772,320,32
Java,2010-05-16,8,2,1
Java,2010-04-24,4399,349,15
Java,2011-02-28,10259,1947,106
Java,2011-10-02,10141,1712,246
Java,2012-01-17,2447,1494,827
Java,2011-01-21,2015,783,78
Java,2010-05-07,30,1,1
Java,2010-06-03,61,56,8
Java,2010-09-10,138,36,9
Java,2009-05-21,212,135,14
Java,2011-06-29,1126,387,92
Java,2011-01-28,57,34,9
Java,2010-10-13,1542,132,57
Java,2009-12-16,1,2,1
Java,2010-12-05,34,6,2
Java,2011-04-13,9595,5460,301
Java,2011-07-29,31109,15398,319
Java,2010-12-09,3345,1293,576
Java,2011-06-25,725,225,103
Java,2011-03-30,26288,8424,475
Java,2011-02-05,116,39,16
Java,2009-04-03,14,0,1
Java,2010-08-02,61,37,3
Java,2011-08-28,618,239,45
Java,2009-05-13,59,28,3
Java,2008-09-13,253,26,20
Java,2010-03-23,389,73,10
Java,2011-10-30,255,86,106
Java,2010-06-23,2562,880,46
Java,2009-09-07,22,2,1
Java,2009-09-14,189,84,5
Java,2008-11-16,53,15,1
Java,2010-07-28,86,50,8
Java,2010-09-25,1413,603,13
Java,2011-12-16,10778,3487,600
Java,2012-02-15,1955,1330,1028
Java,2012-02-12,9030,8399,1054
Java,2008-09-15,6953,448,28
Java,2009-05-06,2,0,4
Java,2012-02-17,3431,1583,1266
Java,2010-04-12,8618,2704,113
Java,2011-12-29,327,175,109
Java,2011-10-09,2360,1764,315
Java,2011-06-23,9073,2641,326
Java,2011-02-13,1020,222,37
Java,2009-07-29,781,594,30
Java,2009-02-25,51,15,3
Java,2011-11-03,1873,802,262
Java,2010-08-27,32721,14771,184
Java,2010-10-22,27,11,7
Java,2012-02-09,4943,2490,1437
Java,2010-05-24,29066,13965,109
Java,2011-09-07,446,138,72
Java,2009-10-25,3453,1322,82
Java,2010-11-15,226,84,68
Java,2009-07-28,24,9,1
Java,2010-03-08,210,51,5
Java,2010-10-05,267,87,18
Java,2011-06-06,1855,376,106
Java,2011-12-24,3385,2612,138
Java,2012-01-07,8988,699,221
Java,2010-11-03,4534,1679,175
Java,2011-02-02,6108,2282,286
Java,2010-12-28,47,28,10
Java,2011-05-21,766,260,85
Java,2012-02-22,2630,1787,1221
Java,2010-02-02,409,160,21
Java,2011-09-28,504,154,95
Java,2010-09-01,159,52,11
Java,2010-07-01,22,5,1
Java,2012-01-03,1672,691,522
Java,2011-06-28,2561,796,227
Java,2011-07-23,1492,833,65
Java,2012-01-16,2771,1217,711
Java,2011-08-21,12245,5407,275
Java,2010-03-07,106,49,15
Java,2009-09-15,15,12,2
Java,2009-03-17,310,100,7
Java,2010-05-20,52,19,6
Java,2010-05-25,551,156,21
Java,2010-12-07,162563,31120,422
Java,2010-05-26,6625,1853,41
Java,2011-07-06,736,259,113
Java,2011-10-10,1962,981,329
Java,2010-01-24,12,5,3
Java,2011-02-19,31237,9799,239
Java,2011-03-03,14847,5330,256
Java,2010-09-05,48823,14117,75
Java,2010-06-18,107,48,33
Java,2010-10-02,187,133,20
Java,2009-08-15,13006,2355,31
Java,2010-02-17,116,22,2
Java,2009-01-25,12220,1460,28
Java,2009-05-19,240,87,15
Java,2008-07-21,19,6,1
Java,2010-08-26,9026,1949,50
Java,2009-12-21,6,1,1
Java,2010-09-09,1924,1124,105
Java,2010-11-29,372,109,23
Java,2010-12-11,879,361,46
Java,2010-11-24,1582,366,53
Java,2010-03-09,989,533,24
Java,2010-04-08,35,7,3
Java,2011-10-27,1215,572,405
Java,2008-06-19,6,3,1
Java,2009-11-27,723,90,5
Java,2010-08-15,371,101,13
Java,2011-08-17,850,413,222
Java,2010-11-17,20410,8593,143
Java,2011-07-22,33594,12073,425
Java,2009-07-24,206,14,14
Java,2011-02-12,29,5,8
Java,2009-04-14,223,68,4
Java,2009-09-12,2127,670,30
Java,2012-02-10,4696,1449,982
Java,2009-10-27,61,12,9
Java,2009-03-29,2,0,1
Java,2011-11-17,420,228,128
Java,2008-08-08,3,3,1
Java,2010-11-02,75,30,14
Java,2010-05-14,531,70,15
Java,2009-12-27,20,5,1
Java,2011-01-08,14,6,4
Java,2012-03-10,2050,1645,1705
Java,2011-07-02,1597,745,72
Java,2009-04-02,91,18,2
Java,2009-09-03,283,104,9
Java,2011-05-05,3722,626,47
Java,2011-08-07,31,24,13
Java,2011-01-03,3500,351,66
Java,2010-10-29,122,23,26
Java,2010-04-23,6,3,1
Java,2011-09-29,774,318,157
Java,2011-07-21,467,220,83
Java,2010-02-23,13007,2606,61
Java,2011-02-20,2216,1522,129
Java,2009-10-06,7,4,2
Java,2010-12-23,154,74,6
Java,2009-01-12,126319,28722,156
Java,2010-06-10,1871,822,47
Java,2010-07-14,347,139,33
Java,2010-08-05,10088,5992,98
Java,2011-10-13,344,200,91
Java,2011-03-14,456,140,39
Java,2009-11-07,313,48,2
Java,2010-11-18,488,194,66
Java,2011-08-08,5062,2895,541
Java,2012-02-27,3968,1848,1279
Java,2010-10-27,66,22,9
Java,2010-04-17,19,14,4
Java,2009-11-02,43,23,11
Java,2010-08-09,553,168,94
Java,2010-01-04,9478,2084,37
Java,2012-01-29,3134,1709,352
Java,2010-04-14,1473,501,25
Java,2011-01-12,84,34,17
Java,2009-10-22,16,7,1
Java,2010-10-14,2794,369,58
Java,2011-12-10,239,166,71
Java,2010-08-04,241,121,12
Java,2010-04-16,15486,5380,192
Java,2010-09-16,1763,182,49
Java,2011-11-25,256,150,71
Java,2011-09-17,852587,59793,419
Java,2009-11-19,32967,1773,60
Java,2009-09-29,304,82,5
Java,2010-10-17,448,214,15
Java,2008-07-23,883,304,9
Java,2010-08-07,39,17,17
Java,2011-12-31,201,123,60
Java,2011-04-06,3322,692,90
Java,2010-07-12,3002,880,56
Java,2010-07-18,801,605,20
Java,2010-07-02,338,114,10
Java,2011-04-10,7183,1813,84
Java,2009-01-31,2614,809,25
Java,2010-09-26,685,456,35
Java,2009-06-03,1,1,1
Java,2011-03-08,4346,1699,131
Java,2010-12-20,830,266,25
Java,2011-11-19,214,165,147
Java,2011-11-24,12367,3742,413
Java,2009-03-27,10737,2629,61
Java,2008-12-26,54,30,3
Java,2009-05-16,14,3,1
Java,2012-03-05,13223,6437,3464
Java,2009-09-19,15,8,1
Java,2011-01-18,340,164,56
Java,2011-12-08,1723,706,414
Java,2009-09-25,79435,64494,301
Java,2011-05-24,297,99,68
Java,2009-10-13,14,6,2
Java,2009-11-08,8413,1221,21
Java,2009-09-09,53236,18894,152
Java,2011-01-27,322,177,47
Java,2010-04-05,368,69,23
Java,2011-09-30,100832,17381,638
Java,2010-03-12,56,19,4
Java,2010-01-29,937,312,19
Java,2011-10-04,3750,1770,447
Java,2011-08-09,2617,1139,207
Java,2009-06-01,1,1,1
Java,2012-03-16,4502,3584,3155
Java,2010-12-25,1,1,1
Java,2011-11-05,315,155,150
Java,2010-12-10,404,150,33
Java,2009-11-29,190,39,15
Java,2010-01-06,13,6,3
Java,2010-10-09,14,6,5
Java,2012-03-23,3998,2882,2471
Java,2009-07-26,252,48,3
Java,2011-06-20,4399,1179,1310
Java,2009-06-16,2,1,1
Java,2011-05-17,862,288,86
Java,2010-04-11,735,120,16
Java,2010-10-30,226,89,31
Java,2010-07-23,250,110,20
Java,2011-11-10,4750,2132,276
Java,2011-07-19,3942,1716,360
Java,2009-12-17,17,2,1
Java,2011-09-16,1843,295,85
Java,2010-04-20,9,2,1
Java,2010-07-10,30,16,5
Java,2011-10-15,200,92,58
Java,2011-09-04,9149,2026,178
Java,2010-12-12,7384,4603,361
Java,2009-05-25,1285,511,67
Java,2010-11-21,380,148,34
Java,2009-12-15,12,4,1
Java,2010-02-04,24,9,2
Java,2010-02-05,63,6,2
Java,2011-04-14,13262,6015,396
Java,2008-10-20,214,41,6
Java,2008-03-21,46,8,2
Java,2008-08-21,67,9,2
Java,2008-06-13,4,2,1
Java,2010-10-25,97776,27612,693
Java,2010-03-27,5,3,2
Java,2012-02-23,28649,13022,1081
Java,2008-09-26,208,78,26
Java,2012-01-25,2117,924,694
Java,2011-04-18,20031,2890,92
Java,2010-06-17,3548,700,49
Java,2012-03-14,7744,5010,4368
Java,2010-09-13,955,245,91
Java,2009-12-08,34640,5309,107
Java,2008-04-08,136,32,8
Java,2012-02-21,1968,1143,959
Java,2009-11-04,136,36,7
Java,2010-12-27,74744,24406,383
Java,2010-12-26,153,39,10
Java,2011-06-13,1861,905,142
Java,2008-10-31,2,3,1
Java,2010-09-14,16,6,3
Java,2009-06-22,47,47,47
Java,2010-05-29,62,33,5
Java,2009-07-25,8,3,2
Java,2010-01-26,241373,86103,661
Java,2010-04-27,2,2,1
Java,2009-10-10,1,1,1
Java,2011-04-15,631,236,109
Java,2009-07-30,116,23,2
Java,2009-06-28,7356,5044,61
Java,2010-03-20,24,12,12
Java,2009-12-02,47,4,2
Java,2009-02-02,6,3,2
Java,2011-10-16,201,85,70
Java,2011-06-12,1410,289,101
Java,2011-01-23,155,53,14
Java,2010-09-06,2328,675,90
Java,2011-06-04,71,42,11
Java,2009-09-13,28,8,1
Java,2009-01-07,601,470,25
